Call Center ID,Operator Name,Issue Type,Response Time (mins),Call Time and Date,Number of Calls Daily
f7b5c0ec-a6a1-4ac8-992d-a41008cac645,Kenneth Wells,Complaint,6,2024-02-29 00:00:00.637887,1246
04ab1c18-7e73-47bf-874e-11e720fab1db,Dean Young,Complaint,9,2024-04-26 00:00:00.145220,1889
03003d32-7332-4319-baf1-3433053e2b38,Nicole Stone,Transport Query,17,2024-01-14 00:00:00.596841,1090
79769a7a-9cc3-4761-ba3d-7ad22aea46b5,Jon Ward,Transport Query,1,2024-02-29 00:00:00.715260,1246
a682a2c6-d756-4e95-abcf-ba406bd4fc53,Jessica Nunez,Complaint,16,2024-02-21 00:00:00.789787,1036
81c37808-6f8f-400f-a5b5-0772566dfa79,Keith Preston,Road Block,8,2024-01-31 00:00:00.048736,1559
9f11ac3d-89d0-4e76-af42-83e667ad839c,Kenneth Wells,Road Block,7,2024-01-21 00:00:00.766622,1675
c1e03fc8-d61d-44c3-97be-ea1746771e5a,Matthew Robinson,Toll Issue,21,2024-03-28 00:00:00.117090,1128
bafc0a8e-d0c5-4ca8-827d-ef768ca23e83,Erik Webb,Toll Issue,27,2024-06-04 00:00:00.456606,1137
e93643f6-56ae-4494-bddf-fb995bb67606,Regina Conley,Toll Issue,14,2024-06-22 00:00:00.819005,1280
bde63b9a-98b9-40f3-9e62-6252e0c8570e,Jessica Nunez,Traffic Signal Fault,19,2024-05-05 00:00:00.126344,1992
9f7c8a3f-617f-4ad7-9c62-793d768b2d87,Shawn Moses,Road Block,20,2024-01-14 00:00:00.087060,1090
c0ff80f8-5cea-40d0-a480-735a564bcce0,Matthew Keller,Road Block,23,2024-03-03 00:00:00.276616,1490
dfe83ec4-441e-48be-a937-c3ccfa208e64,Stephanie Ortega,Toll Issue,5,2024-01-06 00:00:00.117144,1026
eeed2a0b-138d-45c5-8ac9-41af581b8183,Michael Gonzalez,Road Block,16,2024-03-29 00:00:00.162281,1686
3b52b5fb-a70f-496b-a3d3-6313de200531,Keith Durham,Toll Issue,17,2024-02-21 00:00:00.692292,1036
41526b44-9282-4f51-a0ee-65fe650d236e,Stephanie Ortega,Road Block,20,2024-01-23 00:00:00.651819,1688
6c7894a9-70b8-4c7a-a099-6960937a2fa6,Regina Conley,Road Block,11,2024-04-10 00:00:00.424067,1646
7dc47a81-3e6e-4534-8c2a-40c38987b91c,Benjamin Hammond,Transport Query,13,2024-05-05 00:00:00.221831,1992
1803ad98-6047-4849-8d52-ec786dfb3daf,Cynthia Freeman,Accident,13,2024-06-04 00:00:00.725030,1137
7b7a3cd0-bace-4f4c-9d08-a5843a4c94df,Krista Taylor,Complaint,3,2024-03-18 00:00:00.718359,1052
124c1bd0-4e38-4d5d-a9b2-f6b0bc1a56d7,Jerry Johnson,Road Block,27,2024-03-22 00:00:00.520114,1491
00c9502b-ac31-4168-a993-5ccdf245f917,Shawn Moses,Complaint,1,2024-01-06 00:00:00.123629,1026
b805b1c7-a1da-4ef5-8ebd-9d3dd5fee4a0,David Price,Toll Issue,15,2024-06-22 00:00:00.518212,1280
d1dc386e-6201-44ec-bf2e-499443c77e4b,Sean Harvey,Traffic Signal Fault,25,2024-04-10 00:00:00.516083,1646
d72c9316-4be9-47e9-aeec-8d72cff0d82d,Kimberly Reid,Complaint,29,2024-06-20 00:00:00.513429,1903
319c4512-49c0-47eb-9028-d99c8348a26c,Samantha Holland,Road Block,24,2024-06-20 00:00:00.687770,1903
a8228660-08df-44e1-b3e3-0fada19a1e43,Jessica Nunez,Accident,9,2024-05-05 00:00:00.276706,1992
9fc3f38b-7226-437b-add3-06107962cd81,Jonathan Hopkins,Traffic Signal Fault,18,2024-01-03 00:00:00.280781,1459
1ce82cd2-5abf-46d6-8117-81b83689921b,Matthew Robinson,Complaint,28,2024-01-21 00:00:00.283876,1675
92fc1572-7a20-4ca9-8672-3e5b83bfa507,Cameron Cordova,Complaint,4,2024-03-03 00:00:00.263664,1490
8671745a-6632-4036-a07e-c8fcc4c58690,Richard Pugh,Toll Issue,22,2024-01-31 00:00:00.652795,1559
7943b50b-0c85-49d0-b5ed-d37c974b6929,Carrie Quinn,Accident,13,2024-01-23 00:00:00.107543,1688
c4dc8a07-d705-4c19-b2c2-9a98994c42da,Richard Pugh,Complaint,27,2024-03-03 00:00:00.826200,1490
40087fe1-4223-406f-8afd-4aeff43a663f,Matthew Robinson,Traffic Signal Fault,3,2024-06-20 00:00:00.030445,1903
e6b6b6ec-b440-4bf5-9ff9-75651c7bfbee,Samantha Holland,Complaint,24,2024-01-09 00:00:00.031873,1869
671ec99e-fca0-4ea6-8150-f0e99148868c,Kenneth Wells,Road Block,2,2024-03-28 00:00:00.702749,1128
cfdc6714-9db5-41db-b3d1-39b2d7d49500,Regina Conley,Transport Query,1,2024-05-05 00:00:00.034534,1992
05ef7644-1c35-4ad8-a387-38a1765da941,Joanne Allen,Road Block,14,2024-01-14 00:00:00.400944,1090
f7eeb70d-ba4d-45da-ae78-382514673457,Joseph Roberts,Toll Issue,8,2024-01-21 00:00:00.878803,1675
d149f806-8d17-4c20-9b48-dd36c6a22c2a,Julia Jones,Transport Query,4,2024-03-03 00:00:00.762399,1490
33f04737-20bf-4691-96b8-aec84963a524,Nicole Stone,Toll Issue,20,2024-03-18 00:00:00.284853,1052
6e382f56-0bac-40b7-8bb6-c2500fe0b45c,Joseph Gray,Toll Issue,17,2024-03-03 00:00:00.402327,1490
80fa5267-207c-4569-a867-088eea55591c,Nicole Stone,Traffic Signal Fault,20,2024-01-14 00:00:00.053611,1090
1a097921-e9bf-495c-b17a-1ecb7e723717,Jerry Johnson,Traffic Signal Fault,1,2024-03-03 00:00:00.751400,1490
852947b3-0190-41c1-9cbf-e20c2d5da59a,Cameron Cordova,Complaint,28,2024-06-22 00:00:00.133709,1280
bd02f715-01cc-4ae8-98db-a502bfdca78f,Susan Turner,Toll Issue,1,2024-04-10 00:00:00.644436,1646
2df72dae-9492-4872-b5bb-732c1a4edc13,Erik Webb,Road Block,10,2024-01-14 00:00:00.103885,1090
40ddd367-05e9-4d42-a181-eba4b66f0295,Erik Webb,Complaint,29,2024-01-23 00:00:00.648673,1688
f4137259-5c80-46b2-811f-89ebec59b1ad,Susan Turner,Toll Issue,27,2024-01-03 00:00:00.394364,1459
a464ad4a-382c-4fc2-a74d-a3a17d01a244,Sean Harvey,Toll Issue,15,2024-04-26 00:00:00.514739,1889
138c450e-42b0-4bcb-b329-7af08dfc8a22,Erik Webb,Road Block,22,2024-03-08 00:00:00.668229,1654
9bbe6161-fe68-409c-ae62-7ffa73c43481,Krista Taylor,Accident,28,2024-06-04 00:00:00.817687,1137
70fb6e05-3fa5-4b94-97c2-b9a27a044058,Ralph David,Complaint,20,2024-06-22 00:00:00.967649,1280
979cd829-bf7f-4155-bcde-eb1de3ac5f6f,Hailey Hopkins,Transport Query,6,2024-03-24 00:00:00.201231,1503
5b7ac234-dea0-4503-b4d6-54352cf6a2af,Jason Thompson,Transport Query,2,2024-06-04 00:00:00.159523,1137
71e1d902-e4c6-429e-a58d-e7f5fbe1f563,Joanne Allen,Traffic Signal Fault,7,2024-04-26 00:00:00.651121,1889
72a4af23-0a39-4c46-9876-6b288711d5ed,Jennifer Stanley,Toll Issue,21,2024-01-09 00:00:00.644502,1869
462a5e2b-866e-45ff-9467-db3c3beb26d9,Andrew Boyer,Toll Issue,15,2024-05-05 00:00:00.905454,1992
d381376a-504c-4544-b7c2-efcdd4cc2a9d,Joshua Jones,Traffic Signal Fault,22,2024-03-24 00:00:00.585472,1503
21ee16e7-73dd-47c5-91ae-4b60316b745e,Cameron Cordova,Complaint,28,2024-01-23 00:00:00.113798,1688
ae3e7d86-8ab2-45bb-a7e1-59d44f37d1c1,Jennifer Stanley,Transport Query,23,2024-06-03 00:00:00.109001,1745
582302fa-3276-4c9a-a2bd-9dd0ec21f04c,Andrew Boyer,Traffic Signal Fault,1,2024-06-22 00:00:00.091543,1280
706d8b31-2c73-403a-a6ef-aab67a95b6d5,Richard Pugh,Road Block,30,2024-04-10 00:00:00.092499,1646
6ad71f26-d112-4c3f-890c-a1bca9971720,Shawn Moses,Toll Issue,22,2024-06-03 00:00:00.654112,1745
7d2a2f1f-1c55-402c-b368-b1767ebac8fc,Dean Young,Traffic Signal Fault,10,2024-03-28 00:00:00.445564,1128
93404d8f-cdb3-477f-b666-031ee637652b,Michael Gonzalez,Road Block,24,2024-02-09 00:00:00.257722,1632
875102f0-c549-40fe-bc75-35ed415f18a7,Susan Turner,Road Block,29,2024-06-20 00:00:00.349635,1903
f99c453d-daab-49c9-b388-e984a9812f0f,Jason Thompson,Transport Query,28,2024-02-21 00:00:00.622797,1036
be760bc0-78f8-4abb-a0ef-ce2a0fa6e27e,Christine Christensen,Complaint,13,2024-03-24 00:00:00.445366,1503
3298e19f-e00f-4043-a708-f0f783d090a8,Joshua Jones,Complaint,21,2024-03-18 00:00:00.894614,1052
4f69965a-289f-452b-b746-09abdb691457,Kristen Montoya,Toll Issue,18,2024-06-03 00:00:00.556156,1745
d3f0aedd-4a9f-4edd-8918-d91f2304085d,Stephanie Ortega,Toll Issue,29,2024-06-22 00:00:00.781605,1280
366f4f60-3977-4c2b-9779-4d9f9b8000ca,Kristen Montoya,Transport Query,1,2024-03-18 00:00:00.635631,1052
ff54ff69-19ec-4d76-9147-ebf14aea12ee,Kimberly Reid,Traffic Signal Fault,3,2024-01-06 00:00:00.118287,1026
f3fbe359-a080-4201-8a02-09f6af77001d,Andrew Boyer,Transport Query,19,2024-03-08 00:00:00.987051,1654
b6ab026a-23b4-4721-a4ea-bdcb62bb4a2a,Mary Allen,Transport Query,18,2024-04-10 00:00:00.954293,1646
01affe12-4005-4d92-abab-cbd136bc19a7,Carrie Quinn,Accident,4,2024-03-24 00:00:00.584468,1503
5d05704d-dab7-48e9-9a6c-b8bdb74fa437,Stacey Lambert,Complaint,20,2024-05-05 00:00:00.439526,1992
152d3811-1cb8-4e31-afff-14e688d99367,Joanne Allen,Road Block,12,2024-01-23 00:00:00.474875,1688
db18dda8-41bf-4634-a1b4-29154950009f,Carrie Quinn,Toll Issue,18,2024-03-08 00:00:00.319234,1654
4efa8fa3-50f7-4f9b-b2e1-e8f7e8d3ffd0,Jonathan Hopkins,Toll Issue,19,2024-01-23 00:00:00.827080,1688
301ef44d-b98d-4c74-a473-78edb95ff829,Jason Thompson,Transport Query,26,2024-05-05 00:00:00.254316,1992
a61f8f8d-b78e-4878-8d23-d9856274b1bf,Stephanie Ortega,Road Block,9,2024-03-29 00:00:00.805769,1686
0847423f-3c70-481c-a48c-7a0591d6c2a5,Kimberly Reid,Transport Query,15,2024-02-29 00:00:00.478672,1246
f1821c7c-1e73-441a-b006-13bba4c16284,Anna Parsons,Complaint,22,2024-03-28 00:00:00.694560,1128
0fc27c16-9c5f-4c09-8c64-6ebd983eff33,Sean Harvey,Accident,29,2024-01-03 00:00:00.976861,1459
ae2b8fb7-f9ec-4d85-be1b-3c3b2f44607b,Keith Durham,Toll Issue,26,2024-05-05 00:00:00.203047,1992
0b49145e-54c0-4837-b38a-3fdf3e5a9cb6,Cynthia Freeman,Toll Issue,4,2024-06-22 00:00:00.309998,1280
58db31fe-6290-4023-b597-c454f90b82a1,Jeffrey Harding,Transport Query,26,2024-06-22 00:00:00.272390,1280
0dcd6181-b7b3-48f7-ae1c-e2ec1dd05c95,Nancy Dawson,Accident,2,2024-03-08 00:00:00.018729,1654
f8c8a858-58c7-4afc-b96c-23d80d270b06,Cameron Cordova,Accident,15,2024-03-03 00:00:00.215891,1490
9741fa25-81af-4e26-b184-a22dc51d833e,Morgan Valdez,Traffic Signal Fault,30,2024-03-22 00:00:00.156287,1491
b71f5b66-2f30-4381-aa91-aec351cc4f56,Dean Young,Accident,28,2024-01-14 00:00:00.975973,1090
0e8e71bb-aa0b-4b5e-817a-377df7aa740d,Ralph Horton,Complaint,8,2024-02-09 00:00:00.307617,1632
dc7df9f2-5851-4667-ba9e-9d2b98572e3e,David Price,Toll Issue,7,2024-03-03 00:00:00.736731,1490
46d3ce51-fb02-41ce-8972-d6395e328712,Kristen Montoya,Road Block,17,2024-02-01 00:00:00.852775,1853
96250fd0-f627-4f92-b8d2-8339dc29f1ec,Erik Webb,Toll Issue,12,2024-02-21 00:00:00.797339,1036
2d205f1c-17ff-4bdb-86d7-cdead449b337,Stephanie Ortega,Traffic Signal Fault,27,2024-02-21 00:00:00.776147,1036
371e14e6-1323-45c6-8146-627607468e06,Kimberly Reid,Complaint,3,2024-04-26 00:00:00.361411,1889
8c57bdd1-fa43-4790-b840-c0330e63e45d,Michael Gonzalez,Complaint,19,2024-06-20 00:00:00.508304,1903
3282f3d0-ffa0-43d7-89bb-fa31214b73fd,Hailey Hopkins,Complaint,27,2024-02-01 00:00:00.845425,1853
6ab86caa-e56f-4fa2-85fa-9a52af94ae7c,Joseph Roberts,Transport Query,4,2024-01-06 00:00:00.059469,1026
2280ff81-297a-4571-8faf-98560e7df3ba,Kristina Werner,Traffic Signal Fault,1,2024-06-20 00:00:00.854800,1903
83a0332c-2442-4089-9810-1995ba690804,Robert Bell,Accident,15,2024-01-21 00:00:00.091296,1675
43647c67-772c-4ab9-ae8b-b81174b46090,Susan Turner,Traffic Signal Fault,8,2024-03-22 00:00:00.285135,1491
4fb6f77b-3d19-4230-9c8f-2dd0f6389ea8,Andrew Boyer,Toll Issue,21,2024-03-29 00:00:00.114214,1686
68c6f055-f6c6-47fb-b459-f1265edbcf9c,Kristen Montoya,Traffic Signal Fault,23,2024-03-08 00:00:00.340659,1654
02c668b6-4aba-4383-bdaf-31b1c5160db9,Robert Bell,Toll Issue,18,2024-02-29 00:00:00.378263,1246
dd31f670-5137-4a1e-a433-22476a355929,David Price,Accident,7,2024-04-10 00:00:00.006709,1646
049e6e56-7596-44fe-b829-27355c542cf6,Dean Young,Toll Issue,18,2024-06-20 00:00:00.279727,1903
ac92583f-803e-4870-a07b-1373da9da93b,Shannon Simpson MD,Traffic Signal Fault,7,2024-02-01 00:00:00.269090,1853
677fa521-eaf4-4ac9-9a35-db34a5313370,Anna Parsons,Traffic Signal Fault,15,2024-02-01 00:00:00.212193,1853
270c4bcf-7e77-409e-8b8e-ac677ec0c095,Christine Christensen,Complaint,3,2024-02-21 00:00:00.081964,1036
298c2641-a56f-4554-a26e-0be2f8c2f0a8,Jonathan Hopkins,Traffic Signal Fault,20,2024-03-18 00:00:00.879194,1052
355aebcb-79fe-419a-b5e8-a971d7f48813,Dean Young,Complaint,19,2024-06-22 00:00:00.274337,1280
5dd85d05-e412-4457-8e67-40ac2578edf3,Keith Preston,Traffic Signal Fault,10,2024-02-09 00:00:00.548196,1632
5a4e608a-a9f3-4870-bd54-edc22d605f13,Samantha Holland,Transport Query,27,2024-01-09 00:00:00.988292,1869
db83cc7e-6901-4791-9a42-1a4bacd9d344,Kristen Montoya,Complaint,13,2024-06-22 00:00:00.385606,1280
45b98623-5eb3-4f3b-b4b9-f9e4dc5b9c2a,Jonathan Hopkins,Complaint,15,2024-03-24 00:00:00.707712,1503
0f07d2b6-849e-42c0-b31d-503f48f9c215,Nancy Dawson,Toll Issue,13,2024-03-08 00:00:00.940028,1654
4aa092b5-95b9-466a-ad64-41081924e3c9,Samantha Holland,Traffic Signal Fault,25,2024-03-18 00:00:00.724825,1052
0ab79e45-c39d-42fc-8789-a3537f00280b,Sean Harvey,Road Block,16,2024-02-01 00:00:00.675323,1853
460754a3-7e23-4cd8-952a-0f50b759ab74,Andrew Boyer,Complaint,29,2024-03-03 00:00:00.376018,1490
d5832310-f3e8-4ca0-9f2a-b46643a92f6e,Nancy Dawson,Road Block,13,2024-06-20 00:00:00.329807,1903
da78be97-de9f-480a-944f-9dca57a2005f,Michael Gonzalez,Traffic Signal Fault,24,2024-06-04 00:00:00.568897,1137
e7bfc57e-d10e-4438-84cd-34a85b734d6e,Jessica Nunez,Complaint,24,2024-02-21 00:00:00.351350,1036
d587de14-2ef2-47e4-8d3f-ac1caa7d74ac,Samantha Holland,Road Block,10,2024-03-28 00:00:00.502974,1128
30f05ab4-e0c0-4b62-a443-d60fe9537e71,Jennifer Stanley,Road Block,3,2024-06-03 00:00:00.823045,1745
49de8f2c-7713-45b8-85fe-2736bf4c8368,Dean Young,Toll Issue,7,2024-06-04 00:00:00.195924,1137
e565f55e-da09-4ad8-9f83-57bcdc4a89ff,Ralph Horton,Complaint,5,2024-06-03 00:00:00.228328,1745
15fe2cc9-90b8-4ede-b490-33627f350bc4,Krista Taylor,Toll Issue,2,2024-05-05 00:00:00.104712,1992
dabcbf43-8cc1-4bce-b4ea-eb699f83d0a8,Matthew Robinson,Accident,10,2024-02-01 00:00:00.049707,1853
d5e972f1-4df4-4a23-958b-c34db3af7d48,Benjamin Hammond,Accident,15,2024-02-01 00:00:00.770021,1853
3c3068ae-2674-4b9c-be36-4ec4fc49eadf,Mary Allen,Accident,13,2024-01-09 00:00:00.160866,1869
ad9c0c2b-e5bb-436e-afd0-667830aa2d48,Kristen Montoya,Road Block,30,2024-01-06 00:00:00.184988,1026
1f589270-9e13-4038-bd1f-8be128bb6c2a,Ralph David,Complaint,16,2024-06-22 00:00:00.851688,1280
07ebfe37-cc29-4693-846b-fc8edb282d66,Jeffrey Harding,Road Block,21,2024-06-20 00:00:00.925874,1903
b7b5d44f-db74-4679-b909-a77f23adb54a,Christine Christensen,Accident,9,2024-06-20 00:00:00.787569,1903
aebe64dc-ff1d-464c-8411-601b44ac76b2,Joseph Roberts,Complaint,12,2024-01-21 00:00:00.603777,1675
a466ee53-b495-48f4-aea7-b0fa651c7ff4,Joanne Allen,Road Block,24,2024-03-29 00:00:00.586367,1686
e9cf34db-c5cb-4bdf-8747-d01daa9ef963,Jeffrey Harding,Transport Query,23,2024-01-03 00:00:00.703180,1459
3f2c4537-7746-4632-ab59-d87fc9ded2f3,Matthew Robinson,Complaint,4,2024-03-24 00:00:00.278536,1503
146d23e0-c6d1-406f-9d5b-3f6f460ad78f,David Price,Complaint,20,2024-01-31 00:00:00.938168,1559
4683e8e2-e218-4115-ade9-c9b4188def86,Cynthia Freeman,Traffic Signal Fault,28,2024-01-23 00:00:00.462722,1688
5d2bad44-c4f8-4ba7-8b18-166bcd929b35,Keith Preston,Toll Issue,21,2024-03-29 00:00:00.711238,1686
f19fbd57-feb2-4be7-9499-8883d4f0a9c1,Robert Bell,Complaint,30,2024-06-03 00:00:00.748358,1745
0b97d521-8be2-4043-85da-c7aa8bfa369f,Morgan Valdez,Accident,25,2024-01-03 00:00:00.340161,1459
6b747292-aade-4b51-b1ca-32cb2926043f,Krista Taylor,Transport Query,25,2024-04-26 00:00:00.763342,1889
9b9e6ad9-d28e-4ec0-9d5b-8490d3671786,Ralph Horton,Complaint,25,2024-03-29 00:00:00.211152,1686
f8ba3f72-3d98-4106-8322-38f57af34caa,Kristen Montoya,Transport Query,30,2024-03-24 00:00:00.256763,1503
5f07c7fe-9fa1-4bd2-9bf3-76e51210f43c,Carrie Quinn,Complaint,30,2024-03-22 00:00:00.505279,1491
2b2fbd02-5b4a-4909-8d14-697bd2101c6e,Shannon Simpson MD,Toll Issue,14,2024-06-20 00:00:00.695378,1903
28c63e41-a67c-46b9-8736-2dcb4ea7bd50,Ralph Horton,Toll Issue,8,2024-06-22 00:00:00.757322,1280
f9bccb5f-fe7b-4329-a762-3b10d3569500,Susan Turner,Transport Query,20,2024-01-31 00:00:00.996563,1559
4691a06d-f9ce-4735-bbb8-6554dd10bfcb,Susan Turner,Toll Issue,7,2024-04-10 00:00:00.227601,1646
fa53ccad-9f54-4066-a160-79441c828237,Jeffrey Harding,Transport Query,15,2024-01-31 00:00:00.463858,1559
e0c104e7-2872-4c3c-8c37-bdbeed424a0a,Nicole Stone,Transport Query,25,2024-02-09 00:00:00.075696,1632
2d192a9f-e98d-4de1-bcd0-f2ff06aa98fc,Mary Allen,Complaint,16,2024-03-28 00:00:00.815175,1128
fca54cba-bf33-4a9c-bfb0-9a91189cf158,Krista Taylor,Transport Query,3,2024-02-29 00:00:00.487751,1246
d7244c2e-258e-4576-886f-e878f76cde79,Joanne Allen,Toll Issue,10,2024-02-21 00:00:00.520978,1036
bd6b3e48-a26b-46f2-8899-7540b68a0879,Joshua Jones,Complaint,23,2024-01-03 00:00:00.668559,1459
ca13fd28-7763-4ad2-b443-f13e26507ca2,Joshua Jones,Complaint,13,2024-03-24 00:00:00.094099,1503
42cea585-1825-44a9-aaed-afd4ca33047d,Joshua Jones,Accident,13,2024-01-21 00:00:00.649043,1675
f0d59637-8b67-4df9-bb1d-7fe6a600cf74,Christine Christensen,Road Block,22,2024-03-22 00:00:00.035457,1491
d5a6bf90-6ab0-4ec4-9dd7-e8aca813c3c9,Shannon Simpson MD,Accident,24,2024-02-01 00:00:00.350192,1853
935f09bd-b636-4c4e-84bc-73da9b2d9904,Morgan Valdez,Toll Issue,11,2024-01-03 00:00:00.728014,1459
495fb768-0e17-4ed9-b466-6bb2d280fb58,Krista Taylor,Traffic Signal Fault,16,2024-05-05 00:00:00.233341,1992
2c845305-4040-49d9-8cb5-24f2dd868f29,Shawn Moses,Road Block,19,2024-03-29 00:00:00.753916,1686
8c4e65fd-bb7d-4250-b258-d847b7a20fe7,Erik Webb,Road Block,21,2024-03-18 00:00:00.615420,1052
4e241968-0834-4030-951d-76c2eb2dd706,Joseph Roberts,Complaint,14,2024-02-09 00:00:00.343504,1632
b300f9b4-bd9a-4354-968f-8115bc93767f,Kristen Montoya,Transport Query,7,2024-01-31 00:00:00.291203,1559
3694249a-4e2b-430e-b684-f236852b992e,Shawn Moses,Traffic Signal Fault,28,2024-03-29 00:00:00.270077,1686
8846631b-38b1-4ac9-b4c3-c7cd4c69b2f2,Nancy Dawson,Traffic Signal Fault,28,2024-05-05 00:00:00.730565,1992
aa1c756c-3a7b-461c-88ff-298fa4a8e946,Keith Preston,Traffic Signal Fault,27,2024-02-01 00:00:00.981217,1853
b1aaf085-289d-4ad6-877a-ff3986345b6a,Joanne Allen,Road Block,26,2024-01-31 00:00:00.568893,1559
e028051f-ec42-40e2-bbff-c512ec36ec25,Joanne Allen,Toll Issue,28,2024-02-01 00:00:00.230252,1853
47cc25ea-4812-47ee-8c5b-27856f08d186,Dean Young,Road Block,13,2024-06-04 00:00:00.589984,1137
43f79b4c-6ea3-4b24-8bda-c87cc191ab9f,Sean Harvey,Traffic Signal Fault,5,2024-01-23 00:00:00.127784,1688
6a1d981f-086d-4fb3-8a13-560704f0739f,Erik Webb,Road Block,14,2024-03-08 00:00:00.534535,1654
ead856a8-b59a-439b-990c-78216cdb542e,Samantha Holland,Transport Query,14,2024-01-21 00:00:00.814364,1675
ead3a114-4df2-4d2a-889c-c331fe28e8cb,Kristina Werner,Complaint,30,2024-01-23 00:00:00.372231,1688
ab192098-5f60-40ac-bd0f-9b62d44a5d5e,Ralph Horton,Transport Query,1,2024-03-08 00:00:00.064613,1654
d1474968-aece-4fca-a430-d82335c6ad47,Morgan Valdez,Transport Query,21,2024-03-28 00:00:00.115748,1128
578834a6-f3ce-4b07-9ebb-f267afd79fba,Jon Ward,Accident,26,2024-03-03 00:00:00.592030,1490
ace37bfd-e11f-4d3f-b555-5e18be4f52c9,Kristina Werner,Road Block,16,2024-04-26 00:00:00.515862,1889
1f860840-7783-4bd9-9d33-436b7b53616f,Kristina Werner,Road Block,14,2024-04-10 00:00:00.440073,1646
c8e83ff9-222d-450a-9d69-78320bdfd10c,Susan Turner,Traffic Signal Fault,12,2024-04-26 00:00:00.841777,1889
c32ec22c-63ae-41cf-9712-63d9fffe1437,Mr. Richard Robinson Jr.,Transport Query,4,2024-02-01 00:00:00.774984,1853
9767dfba-c0b4-44d9-8e45-2e19a0b48125,Krista Taylor,Traffic Signal Fault,9,2024-02-01 00:00:00.994028,1853
d318716d-9a20-4554-a337-b5930fd8e91c,Hailey Hopkins,Road Block,22,2024-03-03 00:00:00.263885,1490
461f7de4-7e41-4380-921a-df708a5df6fc,Richard Pugh,Complaint,13,2024-01-31 00:00:00.378003,1559
90531526-5522-49f1-b2e6-a90511b7ef9d,Jennifer Stanley,Road Block,8,2024-03-08 00:00:00.723258,1654
b5660e35-bb9d-454b-9bd0-7fd5a5283012,Jennifer Stanley,Road Block,9,2024-03-29 00:00:00.019308,1686
ca760390-6fab-4f69-a2bd-3991afdcabd4,Mary Allen,Accident,2,2024-01-14 00:00:00.285822,1090
67dc5196-2937-46ae-9db1-8ee0aea6b7b3,Ralph David,Accident,27,2024-04-10 00:00:00.211337,1646
278f5db4-3c66-41a7-9631-effe1d74792d,Morgan Valdez,Toll Issue,27,2024-06-04 00:00:00.322938,1137
2ce9fefd-42de-4cb5-a8a9-2d767bc00750,Andrew Boyer,Accident,17,2024-01-14 00:00:00.293561,1090
714f43b8-b60d-4198-b1e5-1fbf78785a16,Robert Bell,Traffic Signal Fault,28,2024-01-31 00:00:00.886171,1559
464ed28c-6b3c-4995-9b6b-5a10c8c9c567,Ralph David,Transport Query,1,2024-01-09 00:00:00.612072,1869
87723eb8-b99e-48b8-b457-b8bc1d67a612,Kristen Montoya,Transport Query,26,2024-01-21 00:00:00.146900,1675
1319e533-f32b-472a-a520-bb3bcf0d9778,Joanne Allen,Complaint,16,2024-05-05 00:00:00.964210,1992
51af2f5e-d580-4e89-b7e9-3e23d6f4cc79,Regina Conley,Accident,18,2024-06-04 00:00:00.692495,1137
d4ff91a3-88ba-42b3-9c9c-9bda35840715,Erik Webb,Toll Issue,2,2024-02-01 00:00:00.471030,1853
102a45ad-03f0-43dd-9a57-c8d746ff60a7,Matthew Keller,Traffic Signal Fault,30,2024-06-03 00:00:00.385216,1745
c8961c1d-3d99-4b35-b53f-e5e78cc4e838,Stephanie Ortega,Transport Query,7,2024-03-29 00:00:00.267667,1686
af0b066d-96d2-4ce4-8364-2eb1b6c820ea,Kristina Werner,Transport Query,25,2024-01-14 00:00:00.805446,1090
37954c3a-c4a4-4c39-91b8-1257cfa0ba52,Carrie Quinn,Complaint,23,2024-02-09 00:00:00.838833,1632
b6351baf-6fdf-4ee5-91b1-c15161405e00,Benjamin Hammond,Road Block,14,2024-06-03 00:00:00.004597,1745
70adf665-dfe4-47bb-8c7f-4c14e76ec791,David Price,Traffic Signal Fault,27,2024-03-28 00:00:00.350919,1128
d03a6ba8-909d-4704-80a6-d7c6afb34886,Keith Preston,Toll Issue,4,2024-01-21 00:00:00.279815,1675
5b6a1bc6-c539-447d-a4d4-67d78024e830,Joanne Allen,Toll Issue,10,2024-01-21 00:00:00.366756,1675
e38ef35d-d02d-4d38-be42-49d6b4a71eda,Jason Thompson,Transport Query,29,2024-01-14 00:00:00.534369,1090
8489181c-6540-4dca-8621-c25b110d7141,Samantha Holland,Transport Query,26,2024-04-26 00:00:00.839040,1889
3533f6cb-e3b9-4094-8feb-9b68ab3ae218,Julia Jones,Accident,17,2024-04-10 00:00:00.093652,1646
c76365d2-dc33-4a76-94bb-4aeb98ab7c9e,Kristina Werner,Road Block,5,2024-03-03 00:00:00.354476,1490
289f2b43-a5b2-476a-adfa-b0a09f6a642a,Kristen Montoya,Complaint,13,2024-02-21 00:00:00.932394,1036
e9c1c10d-afd0-422c-bd7e-18fed363056b,Jeffrey Harding,Complaint,8,2024-01-06 00:00:00.191573,1026
9706352e-0524-4880-bdf4-5028eaceb7bd,Cynthia Freeman,Traffic Signal Fault,1,2024-02-21 00:00:00.542506,1036
1cb8bd54-3e22-47d0-924b-313b51fe8703,Cameron Cordova,Traffic Signal Fault,8,2024-01-14 00:00:00.850367,1090
95f066ee-7663-4aa6-a09d-4290ee7f62bf,Richard Pugh,Complaint,16,2024-01-09 00:00:00.474487,1869
